"","date","and.mail","anglija.lt","animal.print.wallpaper","aptana.studio","benefity.w.uk","bikram.yoga.manchester","blogger.blogs","bodywise","border.agency","bristol.evening.post","broken.laptops","cake.courses","cancer.network","cheap.mots","children.centre.jobs","club.visa","cracked.com","credit.management","cupcake.company","cupcake.shops","custom.wordpress","design.blogs","dieline","dove.spa","easy.as.hgv","electrician.jobs","enzoani","fabric.inspirations","free.wordpress.themes","geek.glasses","geeky.glasses","get.my.website.on.google","good.run","government.vacancies","guard.jobs","hairandbeautyjobs","hopital","how.to.get.a.crb.check","impact.level","income.based","independent.review","jewellery.blog","jewellery.school","job.is","job.seekers","jobrapido","jobs.in.berkshire","jobs.in.crawley.west.sussex","jobs.in.halifax.west.yorkshire","jquery.bind","jquery.plugin","keepmoat.homes","labourer.jobs.in.london","light.in.a.box","ltv.mortgages","makeuseof","mckinsey.quarterly","mobile.selling","muscle.fuel","napp","naruto.wiki","nerd.glasses","netmums","nhs.information","nursing.diploma","official.guide","pedal.studio","perfection.bridal","phd.pharma","phone.selling","priority.club.visa","ptlls","purple.wedding.flowers","quality.inn.international","reader","redundancy.insurance","rubicon.people","security.jobs.in.glasgow","sell.a.mobile","sharethis","simply.childcare","skyhome","soaked.in.luxury","sound.converter","text.check","the.best.protein.shake","tiger.insurance","twitter.feeds","twitter.icons","twitter.widget","uk.border.agency","uk.border","unemployed.in.uk","unemployed","usn.muscle.fuel.anabolic","usn.muscle.fuel","virgin.finance","welsh.football.trust","winsford.lifestyle.centre","www.totaljobs.com","xenapp","xogogo","zebra.print.wallpaper","X10.cake","active.london","after.redundancy","alfa.romeo.mito","anyone.have","ask.a.lawyer","b4busty","bam.construct","been.made.redundant","being.made.redundant","bridgend.property","can.i.be.made.redundant","capital.plus","changing.the.world","cheap.baby","chichester.jobs","citysocialising","claim.jobseekers.allowance","claiming.job.seekers","claiming.redundancy","class.fitness","community.treatment.order","consultation.period","consultation.redundancy","corporate.bond.funds","corporate.bond.index","crazy.events","cut.jobs","darling.clothing","debt.support","direct.gov.uk","directgov.com","downturn","driving.jobs.in.kent","economic.downturn","ehow","enduro.news","esxi.server","facing.redundancy","fashion.internships","fonesafe","gb.oils","give.me.a.call","goal.centre","good.agency","government.payment","guarantee.pay","guardian.home.exchange","help.for.small.business","home.option","hospitals.bristol","hotel.smithfield","housing.benefits","how.much.income.support","how.much.is.unemployment","how.to.calculate.redundancy","i.have.been.made.redundant","i.love.my.bear","job.losses.uk","job.losses","jobcentre.plus","jobcentre","jobs.at.morrisons","jobseeker.allowance","kfc.coupons","king.careers","laid.off","lay.off","laying.off","layoff","layoffs","liberty.leasing","live.messenger.sign.in","lloyds.tsb.international","lloyds.tsb.phone","losses","lotc","ltv","made.redundant","making.redundancies","making.someone.redundant","maldron.hotel.smithfield","meal.offers","mercedes.wiki","mortgage.variable.rate","nationwide.standard.variable.rate","netflights","nhs.stoke","notice.for.redundancy","nowgamer","oil.etf","orange.insurance","orange.phone.insurance","parkway.motors","patient.reported.outcome.measures","patient.reported.outcome","pay.cut","perceptive.informatics","pr.internships","pricegong","printing.money","react.funding","reasons.for.redundancy","redundancies.uk","redundancies","redundancy.consultation","redundancy.matrix","redundancy.meeting","redundancy.money","redundancy.pay.tax","redundancy.pay","redundancy.payout","redundant","restaurant.discounts","restaurant.offers","risk.of.redundancy","security.guard.jobs","security.jobs","shp.jobs","siemens.healthcare","signing.on","soccerpitch","standard.redundancy","star.now","supermarket.jobs","svr.mortgage","tattoo.machine","tax.band.f","tax.free.redundancy","the.cake.lady","trade.credit.insurance","uk.corporate.bonds","uk.job.losses","unilever.leatherhead","university.hospitals.bristol","variable.mortgage.rates","vector.stock","virgin.credit.card.application","voicemail.orange","voluntary.redundancy","weight.gainer","what.do.i.do.","www.hsbc.co.uk"
"93","2011-09-01",65,81,15,49,48,65,38,38,"83",48,22,95,52,46,60,74,89,73,100,81,87,72,60,87,29,74,87,50,80,64,21,40,63,35,88,27,75,47,26,53,59,39,52,96,84,77,66,34,46,67,80,69,60,66,54,48,15,74,81,36,80,47,99,33,35,21,40,49,61,68,100,75,53,21,75,23,64,17,83,90,12,77,44,79,85,64,81,61,66,60,86,85,52,82,79,86,82,26,96,50,95,64,57,70,76,74,41,80,34,57,30,70,51,39,31,63,29,50,74,44,71,50,23,46,8,56,41,3,52,29,60,31,71,29,35,30,71,15,66,61,46,10,63,90,43,9,60,43,35,36,12,19,69,20,26,80,74,58,9,42,50,21,14,33,48,97,63,60,35,56,34,8,18,18,0,64,58,86,33,21,66,69,15,11,16,29,90,19,10,47,53,50,52,10,79,84,50,18,36,49,22,90,27,26,46,26,22,20,41,18,28,22,40,49,26,61,41,62,31,80,75,31,57,81,27,6,64,84,19,75,33,66,70,4,6,14,34,13,13,54,0,78,45,62,82,6
"94","2011-10-01",69,71,17,66,66,58,45,20,"72",50,25,90,46,77,78,80,77,50,64,78,65,79,84,67,55,68,87,9,92,67,27,61,51,27,72,75,58,100,27,58,60,63,29,90,73,75,47,39,37,60,80,48,52,63,60,32,26,83,55,46,89,73,93,37,38,28,44,48,66,90,69,92,41,13,74,46,83,23,88,74,17,73,30,61,97,23,66,57,66,73,74,74,54,84,64,57,63,25,72,34,92,78,73,60,77,85,38,71,24,72,23,62,50,50,8,73,34,47,65,34,69,44,50,47,53,27,35,8,35,43,56,46,22,39,45,26,86,21,60,65,43,14,53,95,33,33,49,34,20,41,17,8,58,24,38,65,78,18,24,73,47,14,12,30,44,88,51,70,41,56,59,21,89,29,16,55,53,79,37,45,67,66,28,8,30,42,72,18,18,47,52,21,39,5,82,76,39,23,34,27,24,59,6,49,50,16,25,22,35,27,23,46,41,59,0,63,60,51,18,65,75,43,59,72,75,0,65,75,9,51,59,45,57,7,56,20,28,30,16,70,28,71,57,62,81,0
"95","2011-11-01",75,69,11,42,29,60,39,39,"77",46,34,72,52,8,45,78,76,55,90,74,88,89,67,68,27,60,55,36,88,61,36,40,53,27,88,35,70,63,51,51,71,51,52,87,68,67,49,27,68,75,65,58,43,62,50,38,19,71,61,34,71,72,87,36,25,22,30,33,68,67,66,87,29,11,77,37,52,25,88,83,8,87,0,67,82,46,71,38,83,64,73,80,60,91,62,63,59,33,57,38,93,81,28,64,64,69,37,70,8,54,33,70,48,42,20,55,41,37,66,38,40,34,28,40,74,45,53,5,20,42,44,79,27,35,36,31,72,19,68,72,63,9,80,88,45,12,62,44,26,50,25,13,55,28,28,74,79,44,54,45,43,18,16,28,42,89,52,27,35,36,39,20,30,23,8,38,35,62,38,25,63,66,14,14,44,51,82,16,4,40,62,39,62,3,84,87,23,28,26,43,40,49,30,47,14,16,31,25,53,23,20,37,40,70,23,65,48,61,28,67,72,38,33,65,44,22,73,71,13,64,54,66,98,10,11,26,47,12,8,34,9,73,34,56,69,10
"96","2011-12-01",69,61,10,54,34,36,33,31,"55",41,16,52,36,9,37,72,98,41,48,64,59,65,55,72,42,47,54,9,68,56,17,45,53,18,56,77,60,28,33,26,61,91,42,64,52,46,31,4,11,61,57,42,44,61,31,46,14,61,58,30,85,65,66,24,23,21,31,38,73,67,45,61,28,13,74,31,62,23,73,43,11,68,10,77,90,18,57,44,66,57,54,60,48,70,65,64,55,17,62,18,69,100,29,44,55,51,21,76,8,59,29,53,32,40,17,34,28,33,45,39,74,38,14,31,23,47,22,9,14,30,41,29,22,41,20,19,56,15,59,55,56,9,50,100,24,21,38,22,23,31,12,14,63,21,15,62,57,27,16,40,38,11,9,19,29,45,46,36,33,53,28,11,26,23,0,54,31,62,36,20,45,46,19,6,15,28,60,13,9,36,59,40,34,8,71,76,48,17,27,47,21,28,26,38,50,8,13,18,22,7,18,30,30,44,24,47,50,47,18,53,66,29,41,54,25,6,65,51,10,83,42,37,58,5,46,17,33,12,10,15,9,69,35,44,72,5
"97","2012-01-01",66,74,20,100,56,66,29,26,"71",47,39,92,41,23,78,80,78,66,61,76,66,85,40,71,61,83,76,25,91,67,39,70,75,37,100,40,71,37,46,67,64,59,50,98,89,92,58,32,38,90,74,61,58,100,72,57,19,94,90,37,85,71,83,34,44,19,58,80,98,82,74,85,75,21,80,36,67,23,86,85,7,66,63,67,86,100,61,67,67,62,64,72,53,91,85,79,57,81,59,47,97,60,55,58,95,77,44,87,21,69,25,96,41,48,48,68,32,42,76,70,68,57,32,68,27,54,40,18,12,19,64,67,44,85,31,29,91,22,63,76,53,8,75,91,27,15,91,37,28,61,23,22,69,24,30,85,100,56,39,88,62,12,12,41,51,66,59,44,28,47,33,18,41,28,0,54,51,62,45,12,65,83,21,9,33,38,77,25,12,62,65,54,59,11,72,80,56,25,18,62,33,50,45,33,44,29,19,28,40,30,36,45,73,61,21,64,51,65,42,100,94,42,39,80,76,5,78,66,20,83,73,43,94,14,25,21,54,11,17,85,21,73,57,67,81,0
"98","2012-02-01",67,71,17,66,74,79,43,31,"73",54,35,89,41,24,71,70,84,57,93,55,73,77,53,71,39,79,92,26,91,92,16,52,68,25,84,76,62,50,41,69,56,49,68,93,91,93,54,22,65,86,68,47,78,72,57,55,10,80,89,32,97,57,85,36,38,18,23,61,96,70,59,82,58,15,67,30,93,43,72,94,6,89,67,78,88,56,72,58,87,64,73,76,40,99,100,91,67,71,71,34,100,86,45,57,89,63,42,83,23,69,32,71,46,65,39,50,39,38,70,72,67,45,27,42,36,65,50,13,20,25,59,60,57,75,41,15,97,10,59,93,73,0,84,80,34,20,57,26,36,32,27,15,74,22,32,87,81,59,26,76,54,15,15,49,54,61,64,74,40,67,33,18,48,28,8,61,53,60,41,37,78,73,27,10,21,53,80,22,8,53,61,38,43,18,75,68,75,16,13,43,32,56,27,53,40,8,21,23,50,45,30,43,39,81,15,59,52,68,55,70,87,41,32,58,57,21,93,46,13,76,61,21,96,7,11,19,42,40,8,47,18,69,51,79,100,5
"99","2012-03-01",71,82,15,81,70,58,44,36,"67",54,33,95,46,24,69,85,100,60,100,52,84,95,74,76,39,67,83,26,84,57,47,38,69,30,72,81,57,55,56,62,64,66,56,96,81,84,56,37,40,70,100,71,33,72,63,61,14,77,100,41,93,67,86,36,32,14,48,41,78,70,77,80,45,14,68,27,78,33,58,73,4,69,76,78,97,94,55,69,78,60,66,75,71,95,94,86,75,63,77,48,86,66,56,56,86,67,41,78,15,55,21,82,60,84,50,58,23,39,60,85,53,37,33,47,50,34,43,13,33,23,53,49,78,52,26,15,72,19,63,77,60,9,81,60,31,12,46,43,28,38,32,14,62,29,22,73,82,76,15,62,48,19,14,47,53,66,58,40,25,66,41,21,24,25,23,49,46,73,40,36,70,71,18,13,35,52,99,23,29,44,80,39,57,6,68,56,67,11,19,74,29,53,35,35,20,15,16,26,43,22,33,47,45,80,15,58,49,58,27,67,84,52,29,65,19,16,95,53,37,80,68,50,91,10,26,25,26,40,17,70,17,63,50,68,68,5
"100","2012-04-01",66,81,15,60,43,89,53,44,"72",43,26,84,36,33,61,65,89,59,82,82,78,100,51,61,92,73,71,0,87,66,16,55,82,19,62,58,48,29,36,100,44,71,45,85,83,79,58,26,51,73,74,60,29,71,48,74,20,71,76,35,100,78,88,31,29,14,65,52,82,60,69,78,72,21,68,26,43,31,75,47,8,80,29,76,89,45,55,68,80,59,75,76,38,87,64,62,53,55,91,32,76,79,46,65,77,54,39,83,8,77,22,62,45,55,39,38,40,38,67,99,53,75,27,45,50,18,33,8,13,31,50,100,37,56,37,20,61,14,56,63,65,9,65,85,36,40,61,43,17,36,19,10,61,17,18,83,91,51,11,31,66,21,18,54,52,73,54,27,15,53,34,23,47,21,8,42,49,62,39,31,66,61,32,10,36,24,90,17,13,49,58,22,81,12,82,79,52,22,45,26,26,45,54,26,34,27,22,24,33,16,39,40,39,57,38,55,52,52,34,49,77,33,36,67,48,11,94,47,19,62,51,40,88,14,16,13,46,17,9,48,44,68,47,57,76,0
"101","2012-05-01",64,77,22,81,85,100,34,39,"64",47,32,68,45,47,84,97,98,57,100,76,86,86,67,77,100,73,57,17,88,60,30,56,71,19,84,92,49,33,36,74,53,58,40,99,82,77,44,43,39,100,91,65,36,69,58,100,16,70,78,36,89,67,79,35,29,13,40,65,80,63,76,100,58,27,64,33,83,41,91,100,6,77,46,63,98,81,72,100,97,69,62,71,46,86,47,47,57,23,61,35,99,91,62,88,79,76,41,89,14,81,21,59,42,59,33,87,38,37,64,78,59,60,64,46,34,32,47,18,6,19,53,63,40,47,39,16,52,17,55,46,58,8,71,65,43,30,75,27,42,40,28,11,74,19,48,82,79,32,25,36,62,10,10,54,49,50,41,70,20,61,54,22,36,26,7,56,43,61,40,18,65,63,26,11,27,32,58,26,16,48,63,38,66,13,53,64,36,56,67,40,15,56,51,29,19,15,16,22,47,28,40,38,37,50,7,58,47,63,33,54,79,26,53,73,100,10,85,49,16,70,60,59,91,5,20,6,15,38,24,23,13,67,52,78,73,0
"102","2012-06-01",64,95,19,54,56,83,44,38,"63",37,24,90,34,16,61,63,85,41,91,65,71,75,32,72,13,70,57,9,100,52,29,49,68,17,73,77,48,61,43,52,54,60,50,92,85,74,59,41,61,65,70,51,29,73,51,92,10,71,77,37,83,74,83,36,34,21,42,68,67,74,51,82,46,27,62,26,58,25,67,57,12,96,39,73,84,73,68,59,94,62,65,68,51,87,74,70,61,40,58,34,85,67,54,87,89,69,36,96,8,83,27,90,43,48,27,49,30,36,73,100,52,65,41,49,36,23,35,3,27,28,56,50,48,45,39,9,55,6,54,62,61,0,69,77,38,40,54,36,18,29,19,14,69,23,23,84,82,86,26,50,75,9,9,60,58,75,48,13,19,43,45,16,42,17,16,54,38,67,28,25,57,68,14,4,0,45,62,17,8,54,66,27,49,9,70,73,22,11,26,26,23,75,40,24,68,24,16,21,35,29,31,24,43,50,15,56,36,69,41,64,83,22,27,81,96,11,86,61,10,83,58,24,42,7,16,10,31,6,9,67,18,76,39,67,79,15
"103","2012-07-01",70,91,13,67,45,66,27,42,"76",42,30,78,51,32,71,76,76,56,78,70,84,99,42,82,25,81,81,9,78,48,43,51,77,25,81,33,49,52,29,64,52,83,41,86,90,86,62,29,54,79,62,59,44,60,46,84,9,69,84,38,79,60,84,32,31,17,35,45,73,65,56,82,44,21,65,25,56,33,74,76,14,75,38,60,94,60,65,44,100,59,70,80,60,87,79,80,59,15,65,37,83,51,31,70,74,70,40,78,29,95,16,60,54,57,42,49,27,38,74,95,84,59,33,55,21,30,42,8,26,37,54,59,61,47,50,12,66,10,48,46,59,0,52,96,48,23,66,52,34,31,21,18,70,24,49,78,73,41,22,79,74,6,9,69,91,80,61,52,42,28,34,28,32,19,8,89,47,88,32,54,59,58,13,13,41,40,94,20,4,50,78,39,53,6,86,84,44,31,31,53,22,39,37,20,33,19,24,21,42,16,30,43,45,61,15,56,61,62,23,67,100,32,37,82,19,21,92,67,13,89,53,34,85,5,36,9,33,11,10,56,17,87,48,73,69,5
"104","2012-08-01",67,85,13,49,72,72,43,43,"62",47,43,81,38,40,60,91,86,58,65,66,87,96,60,72,13,73,64,26,79,53,19,63,65,31,75,80,42,39,28,57,47,41,39,83,87,90,61,37,34,71,81,62,36,61,65,48,10,63,75,37,97,62,85,30,28,21,54,53,70,64,43,63,48,24,62,17,42,39,63,69,13,73,38,52,99,66,63,55,87,79,63,66,39,74,93,55,47,86,68,25,87,67,60,77,100,70,43,86,59,65,26,54,41,74,27,45,24,40,71,89,59,68,26,57,70,30,51,8,59,35,54,81,51,51,58,14,42,6,41,41,52,8,48,78,40,4,46,40,24,19,8,10,76,29,45,75,80,33,22,67,74,6,6,53,87,66,50,39,42,52,39,24,32,19,0,78,46,74,28,0,70,54,35,7,14,39,74,21,16,50,63,30,25,6,80,75,29,32,31,43,22,49,63,34,46,15,24,19,51,16,24,43,45,57,45,52,53,79,30,70,84,34,23,96,65,21,73,58,23,87,76,29,94,10,26,0,48,6,10,42,26,79,34,74,76,0
"105","2012-09-01",65,100,19,61,83,59,53,23,"62",42,38,100,38,72,61,87,77,49,80,100,85,74,57,75,64,87,86,52,96,69,31,41,77,24,80,51,48,69,43,65,55,75,47,100,84,82,59,18,59,68,72,72,40,67,63,65,14,90,75,34,82,51,87,33,42,18,47,31,100,100,71,90,44,29,63,21,98,39,77,81,12,72,38,57,99,44,52,69,91,66,58,68,52,87,65,82,62,38,64,24,83,41,36,56,92,77,41,92,0,71,31,74,35,86,30,57,29,39,78,90,53,70,19,51,28,25,38,8,38,32,53,85,20,52,39,18,63,12,53,58,82,0,72,90,33,11,69,30,31,28,34,16,67,35,31,92,95,90,36,54,61,14,9,51,85,77,53,64,36,55,28,21,15,20,7,56,49,85,29,30,65,64,17,9,34,44,68,21,12,47,73,34,52,7,77,100,100,26,49,44,15,79,41,33,32,11,23,22,38,43,27,23,68,55,7,54,52,73,29,68,88,37,28,83,41,15,74,53,13,78,78,74,100,7,36,24,40,22,9,46,17,90,40,83,68,5
"106","2012-10-01",82,89,15,38,68,48,45,41,"60",41,34,76,48,7,67,71,73,53,75,73,98,97,68,56,34,90,85,23,74,100,36,20,75,14,64,58,52,53,40,68,46,70,36,93,73,75,48,26,70,72,76,60,61,61,53,32,13,75,61,33,69,68,88,33,29,13,45,40,62,75,46,86,47,18,63,32,25,43,52,70,5,100,34,54,99,49,63,45,75,62,59,65,69,88,56,59,45,34,48,31,96,52,44,69,80,67,36,77,0,95,28,62,42,57,41,49,32,36,79,78,75,57,12,56,75,34,39,9,40,31,55,38,55,55,61,18,73,7,58,76,60,8,78,91,45,17,62,39,32,34,14,20,50,29,32,87,99,44,33,55,54,6,11,59,89,80,60,41,38,37,31,17,23,25,13,75,58,74,34,16,62,74,27,7,68,37,70,21,11,41,72,31,65,3,63,78,53,14,28,40,17,54,66,28,41,14,22,25,39,14,17,38,28,53,13,59,48,65,18,62,82,44,39,78,84,14,88,51,19,84,39,54,62,9,28,5,60,35,8,50,8,100,43,73,69,0
"107","2012-11-01",85,81,18,30,67,45,30,16,"59",38,38,70,43,28,45,57,70,50,65,48,82,69,58,60,34,78,72,15,76,80,36,36,57,14,70,37,38,41,66,69,65,52,38,89,72,70,48,20,39,65,73,67,72,69,54,37,12,67,63,31,67,84,88,29,28,13,56,38,60,72,44,83,30,12,64,26,69,27,62,67,7,70,67,66,93,54,46,47,87,62,61,62,64,91,63,50,43,20,29,29,88,55,32,71,62,81,29,71,20,71,33,54,47,21,30,40,43,30,65,67,74,50,18,37,25,49,50,12,17,22,52,58,37,49,70,16,53,22,56,63,64,7,87,89,43,24,69,48,34,34,16,10,46,23,16,66,85,15,26,33,44,10,12,77,83,70,63,40,30,90,31,19,14,14,7,67,42,83,38,22,54,80,24,20,25,39,60,12,4,34,70,31,60,7,77,72,32,0,11,43,25,76,77,21,12,48,31,23,50,22,27,38,31,59,40,63,43,56,30,55,77,24,51,79,66,14,85,43,18,64,54,60,62,4,42,6,36,35,3,37,8,71,50,69,66,4
"108","2012-12-01",84,75,5,56,67,44,39,28,"45",35,22,55,30,22,23,67,65,35,55,37,69,61,29,57,23,45,54,64,70,75,29,35,58,12,67,60,38,21,33,52,54,67,38,64,60,50,37,24,27,54,58,44,56,51,47,50,10,50,56,27,55,59,68,27,18,10,35,25,47,67,64,54,15,11,59,19,39,22,64,45,4,55,78,70,80,20,44,49,82,54,45,52,35,74,52,54,48,28,22,24,67,72,10,58,70,66,28,78,7,100,19,47,43,52,24,38,35,26,41,68,71,36,30,34,13,38,37,12,18,18,41,49,42,66,44,11,33,14,48,66,40,16,55,69,48,39,54,30,31,20,17,9,77,16,33,64,47,61,7,39,31,8,7,47,55,35,60,48,17,44,23,24,14,16,0,45,40,77,29,28,43,50,16,12,32,28,72,10,0,32,63,32,57,8,60,72,54,24,17,52,17,48,56,29,48,11,13,16,37,14,12,21,35,47,27,42,30,58,6,37,62,30,16,69,47,10,83,33,7,68,47,31,49,3,29,8,27,26,10,47,16,74,29,64,52,4
"109","2013-01-01",81,90,16,37,66,96,50,50,"55",43,22,67,39,45,64,89,75,49,89,60,80,72,48,48,81,88,73,41,88,86,52,50,53,25,94,41,43,62,45,100,60,80,50,98,100,79,69,41,75,67,67,60,100,93,73,53,19,74,83,39,60,69,85,36,32,17,66,46,91,77,64,92,51,20,64,29,95,26,53,79,9,77,38,61,78,61,54,52,72,64,56,60,51,95,93,100,49,37,71,36,81,68,50,56,89,83,34,91,17,55,29,74,47,47,36,35,33,32,79,89,86,64,21,77,39,46,60,10,15,37,53,59,53,56,44,9,84,12,49,89,34,13,92,85,49,12,72,49,42,65,35,15,67,24,39,91,99,46,17,68,52,10,13,51,82,62,75,73,28,49,38,32,24,23,12,41,45,79,44,9,84,69,17,13,33,45,55,25,3,53,81,36,55,5,56,72,41,21,15,52,15,64,87,23,36,24,30,28,60,10,26,58,41,61,29,63,46,66,26,86,92,33,39,83,48,21,87,50,20,73,75,45,68,16,12,10,41,27,12,73,10,63,54,84,62,6
"110","2013-02-01",81,76,19,25,75,79,36,36,"51",39,43,77,37,44,68,78,79,50,83,61,89,88,59,66,23,88,55,31,82,93,37,49,73,23,88,76,37,73,38,93,57,44,42,88,80,82,60,20,63,78,80,72,58,87,69,70,19,76,90,32,74,54,82,34,30,12,46,40,77,66,55,89,70,15,64,27,89,41,52,74,8,70,17,61,90,60,41,59,100,82,55,60,51,94,87,85,44,56,71,31,79,51,52,87,85,85,54,86,20,63,29,71,55,58,51,38,28,31,76,95,100,57,18,61,19,66,47,5,12,13,38,88,37,90,31,13,64,11,51,80,61,7,94,61,34,14,57,40,33,65,29,17,62,25,28,97,83,30,30,72,53,8,11,38,70,60,58,47,34,53,34,17,18,24,0,27,47,72,35,22,74,79,16,13,25,67,78,21,7,48,66,47,50,7,59,62,59,19,34,39,20,66,85,34,41,14,17,27,47,17,34,35,66,69,20,60,59,65,39,82,90,24,18,70,38,43,81,44,20,100,75,47,88,13,24,6,47,40,20,51,8,69,49,76,56,0
"111","2013-03-01",86,86,16,63,68,81,43,28,"55",38,30,84,36,46,60,69,66,44,68,65,82,72,56,74,21,79,67,21,84,81,41,65,93,21,94,65,46,79,46,68,50,25,42,91,73,74,54,21,85,81,81,85,70,72,64,49,16,57,78,35,78,61,82,35,23,15,68,38,71,59,42,85,40,26,68,28,58,30,52,59,7,78,54,62,98,68,45,56,95,55,54,61,70,88,77,77,52,51,53,40,81,54,41,83,79,68,41,81,18,95,39,61,62,41,28,49,25,33,64,88,79,76,32,52,34,60,51,4,11,16,59,88,59,36,39,12,66,17,48,100,65,10,90,50,39,25,69,29,37,33,28,13,77,12,15,86,82,68,6,45,56,9,11,32,65,60,72,69,21,45,27,21,25,16,31,30,54,78,36,29,69,75,7,18,11,54,78,16,3,44,75,53,50,2,49,81,83,26,41,52,15,66,53,36,53,19,14,20,51,15,42,80,68,71,30,66,49,67,38,78,92,37,33,70,72,17,91,43,12,88,100,49,79,4,17,13,61,23,4,49,14,58,46,77,57,4
"112","2013-04-01",91,79,22,43,58,95,30,36,"52",38,29,78,36,54,54,71,63,48,91,49,77,96,44,48,43,93,62,50,85,66,31,55,84,19,90,82,40,67,69,70,53,63,37,89,75,80,56,31,66,55,68,60,77,59,93,20,12,66,77,36,68,55,83,39,17,13,66,53,81,72,74,92,45,24,60,27,70,33,48,55,8,83,47,62,100,64,61,51,99,59,52,58,79,100,75,75,54,38,52,29,74,47,54,74,82,87,47,96,25,80,48,73,54,58,38,67,29,32,72,76,71,67,5,69,29,63,57,6,22,14,67,76,55,33,30,16,70,16,41,84,59,7,78,48,37,19,41,44,37,63,24,14,59,17,18,100,74,97,34,87,26,13,14,48,67,73,61,22,27,49,35,29,21,20,6,30,64,81,34,30,82,72,18,11,12,27,59,19,3,43,74,49,63,4,70,63,36,17,31,55,13,76,44,35,33,22,19,23,57,13,29,48,60,75,37,62,36,60,33,73,87,30,22,66,54,22,80,48,18,77,97,59,98,8,17,15,34,33,12,35,25,56,61,90,75,0
"113","2013-05-01",84,77,12,47,42,78,39,34,"45",36,31,60,30,59,47,68,71,49,79,76,84,75,60,59,52,75,73,49,67,64,33,46,70,21,80,72,41,36,47,75,51,67,40,86,73,65,61,27,36,35,66,53,43,51,74,83,16,54,69,35,64,57,78,29,27,14,72,52,51,66,60,80,49,22,60,26,74,42,50,75,6,81,31,65,94,58,66,48,90,59,44,54,53,85,72,68,56,19,53,24,77,51,32,84,84,75,40,75,24,54,30,68,47,59,55,38,34,34,68,52,75,70,27,53,57,31,51,8,52,32,39,39,62,30,31,12,61,11,39,80,80,0,84,40,31,28,39,26,25,46,21,13,64,23,40,76,76,47,21,50,46,10,9,44,59,62,45,32,23,42,14,30,18,10,18,40,56,75,35,19,74,68,14,9,34,43,69,15,3,36,70,38,57,0,65,67,89,25,36,40,8,36,64,27,11,9,20,19,51,41,35,22,48,59,18,62,51,63,27,95,79,29,35,72,60,8,89,42,17,79,70,38,66,11,17,15,45,32,8,45,14,63,55,99,69,4
"114","2013-06-01",85,81,15,49,76,61,37,27,"44",34,36,58,39,20,56,66,64,46,66,55,82,77,51,62,21,76,60,22,73,62,24,35,74,19,63,51,42,44,50,76,55,50,52,87,75,68,55,37,67,56,71,53,34,57,83,61,10,57,60,40,57,50,76,26,30,11,29,41,68,62,64,85,44,25,59,23,30,15,60,89,7,73,16,61,92,65,45,63,99,100,44,49,39,76,52,45,52,39,55,28,85,45,15,89,78,95,36,79,25,90,18,77,63,60,23,38,26,35,74,50,51,68,17,54,36,32,49,2,0,13,52,59,26,30,29,9,79,5,37,74,61,14,71,45,29,23,30,47,31,24,16,11,57,16,42,74,72,63,31,57,45,12,7,35,57,70,68,67,51,50,19,24,20,12,0,32,64,96,30,20,67,78,33,8,24,41,59,9,4,42,71,37,55,2,57,61,50,22,27,57,11,44,33,28,39,23,21,21,49,19,30,46,44,44,38,58,39,60,20,55,79,32,34,86,83,13,79,47,12,70,51,27,66,7,31,13,51,19,10,67,11,65,54,87,64,0
"115","2013-07-01",90,90,12,50,71,62,28,28,"50",38,26,63,32,48,65,71,55,46,95,63,85,97,54,57,44,76,65,67,90,59,19,44,62,17,91,44,35,56,37,74,56,48,40,83,85,64,61,22,55,70,78,50,35,60,80,36,8,52,79,36,58,55,82,25,29,13,41,50,63,70,71,93,43,25,54,22,85,26,59,74,4,73,16,54,90,71,71,53,85,81,51,58,33,72,65,63,51,40,53,25,75,48,36,85,86,67,35,83,38,64,32,57,60,65,29,35,32,40,82,49,61,73,22,52,53,42,58,11,27,30,52,82,39,27,25,7,76,9,27,76,71,18,85,35,45,29,32,39,23,41,23,9,62,26,30,74,87,14,22,42,28,5,6,30,58,82,82,56,40,41,35,46,14,15,19,25,51,100,26,10,73,68,19,6,24,39,64,16,14,44,69,30,53,5,55,73,50,18,21,56,13,53,20,17,56,13,16,19,58,13,42,40,29,57,38,57,28,54,20,75,88,20,25,94,48,31,89,53,10,78,61,29,94,10,18,8,35,39,11,55,15,69,45,80,64,0
"116","2013-08-01",99,99,18,39,80,44,35,33,"47",35,31,70,24,41,57,82,62,47,63,48,89,88,47,54,77,64,83,67,88,73,19,38,73,18,83,68,28,58,30,77,53,47,45,77,69,61,50,28,47,54,74,56,42,56,100,31,7,52,70,29,47,42,82,29,30,12,38,53,50,69,65,76,41,12,53,20,36,28,58,39,4,78,16,56,97,28,57,47,87,81,46,57,31,79,67,61,53,53,51,25,76,58,36,84,82,59,40,89,6,73,18,52,41,78,33,45,23,36,86,27,51,68,17,59,30,20,36,11,39,41,64,42,62,24,21,16,78,8,25,74,55,7,69,38,43,30,57,30,29,27,14,10,72,17,38,70,98,29,22,69,41,4,6,24,47,82,54,39,27,36,24,10,19,16,0,23,65,92,25,5,80,55,11,13,24,36,72,21,18,41,63,33,46,3,59,73,38,9,11,43,8,38,52,17,34,16,12,14,36,14,35,33,48,51,6,54,61,64,23,69,83,38,35,89,56,0,99,51,12,93,64,29,49,10,4,3,38,19,8,48,15,50,35,86,55,4
