"date","alabama.unemployment","amazing.sonic.scene.creator.2","annual.convention","arizona.unemployment.rate","arkansas.unemployment","auction","bible.lessons","big.fun.town","birthday.party.invitations","blonde.scene","bridal.bouquets","business.cards","business.in","business.services","ca.unemployment.rate","ca.unemployment","california.unemployment.rate","canadian.unemployment.rate","chase.loan.modification","chinese.movies.online","christening.gowns","clinical.laboratory","co.unemployment","college.community","colorado.unemployment","combofix","community.centers","community.education","community.learning","community","confidentiality.agreement","consultant.resume","ct.unemployment","current.national.unemployment.rate","current.unemployment.rate","current.unemployment","day.school","department.of.labor.unemployment","design.resume","designer.resume","development.center","divorce.mediation","download.streaming.video.free","education.center","effective.resume","emory.first.class.login","failblog","fictitious.business","finding.a.job","florida.unemployment.rate","florida.unemployment","free.tower.defense.games","free.video.tube","functional.resume","ga.unemployment","gmac.loan.modification","grants.wiki","graph.of.unemployment","graphic.design.resume","graphic.designer.resume","green.energy.jobs","grocery.prices.online","hawaii.unemployment.rate","hbo.movies.online","health.education.center","help.for.the.unemployed","high.school.district","highest.unemployment.rate","highest.unemployment","home.loan.modification","home.retention","how.long.is.unemployment.benefits","how.to.get.a.loan.modification","il.unemployment","illinois.unemployment.benefits","illinois.unemployment","independent.schools","indiana.unemployment.rate","indiana.unemployment","iphone.app.tutorial","job.websites","jobless.claims","jobless.rate","jobless","jobs.in.demand","juried","kisses.movie","ks.unemployment","ky.unemployment","labor.department.unemployment","language.center","lawyers","legal.services","length.of.unemployment.benefits","length.of.unemployment","loan.modification.laws","love.story.chords","maine.unemployment.rate","marketing.resume","maryland.unemployment.rate","massachusetts.unemployment.rate","mediation.training","medical.training","mi.unemployment.rate","midnighters.series","mint.com","missouri.unemployment.rate","missouri.unemployment","modified.mortgage","money.supply.chart","montelucia.resort","montgomery.county.community.college","monthly.unemployment.rate","my.gatech","national.unemployment.rate","need4","nevada.unemployment.rate","new.york.unemployment.rate","north.carolina.unemployment.rate","number.of.people.unemployed","nursing.society","ny.ui","ny.unemployment","nys.ui","nys.unemployment","obama.campaign.promises","occasion.dresses","ohio.unemployment.rate","ohio.unemployment","oncology.nursing","online.resume","pa.unemployment.rate","pa.unemployment","paralegal","pennsylvania.unemployment.rate","private.schools.in","promotional.products","pspube","recession.recovery","resume.career","resume.writers","resume","retreat.house","ri.unemployment.rate","roast.restaurant.detroit","sample.resume","san.diego.unemployment.rate","sc.unemployment.rate","schools.on.long.island","services","showgirlzexclusive","skills.test","south.carolina.unemployment.rate","state.by.state.unemployment","state.unemployment","state.with.highest.unemployment","states.with.highest.unemployment","submit.your","technology.center","tennessee.unemployment.rate","tennessee.unemployment","the.unemployed","therapy.training","tn.unemployment","toastmasters","total.unemployment","training.center","ui.benefits","umail.iu.edu","unemp","unemploy","unemployed.benefits","unemployed.workers","unemployed","unemployment.benefit.ny","unemployment.benefit","unemployment.benefits.maryland","unemployment.benefits.massachusetts","unemployment.benefits.pennsylvania","unemployment.benefits","unemployment.blog","unemployment.by.state","unemployment.chart","unemployment.check","unemployment.in.california","unemployment.in","unemployment.insurance.benefits","unemployment.online","unemployment.payments","unemployment.percentage","unemployment.rate.california","unemployment.rate.chart","unemployment.rate.florida","unemployment.rate.forecast","unemployment.rate.in.california","unemployment.rate.in.canada","unemployment.rate.in.new.york","unemployment.rate.in.ohio","unemployment.rate.in.the.us","unemployment.rate.in","unemployment.rate.state","unemployment.rate","unemployment.rates.by.state","unemployment.rates.by.year","unemployment.rates.in.us","unemployment.trend","unemployment","unemployments","university.job","us.jobless.rate","us.unemployment.benefits","us.unemployment.rate.history","us.unemployment.rate","us.unemployment","utah.unemployment.rate","va.unemployment","virginia.unemployment.rate","vocational.school","wa.state.unemployment","washington.state.unemployment.rate","washington.unemployment.rate","weddings","wells.fargo.financial.locations","what.caused.the.recession","wisconsin.unemployment","writing.a.cover.letter","www.unemployment.wisconsin.gov","youth.bible.study"
"2012-01-01",87,21,45,38,77,76,74,15,96,77,50,68,90,61,58,89,60,51,34,64,50,53,77,70,66,"60",56,50,42,81,64,57,72,39,50,45,47,68,47,37,64,40,19,52,33,19,65,50,62,65,83,79,52,59,87,35,46,47,44,28,41,22,16,57,35,31,66,57,44,26,42,31,53,63,32,65,45,45,76,66,49,40,32,41,83,61,35,63,100,67,45,74,49,16,38,14,41,40,55,47,41,37,68,26,22,90,68,81,32,19,49,48,39,34,67,19,46,36,45,14,42,72,76,62,67,46,44,33,77,44,87,70,100,73,38,68,47,30,29,88,64,80,56,30,29,67,26,51,47,75,39,54,44,35,73,31,5,55,47,53,68,59,62,100,65,48,64,76,62,59,75,43,31,70,40,39,50,24,27,34,37,30,58,76,75,88,32,74,51,48,62,37,65,14,62,12,62,70,58,66,42,68,49,35,33,17,71,41,75,32,24,30,64,66,34,100,57,60,99,33,40,66,31,50,75,59,98,54
"2012-02-01",63,35,46,34,49,82,66,40,80,75,49,71,89,61,56,83,49,70,29,45,47,50,68,54,63,"55",51,42,43,72,66,43,57,22,56,51,51,49,42,41,59,38,20,49,28,24,68,51,52,47,67,69,48,56,77,21,56,47,43,32,28,9,32,63,35,19,62,56,54,30,31,28,45,52,39,63,45,28,57,54,39,48,48,53,85,63,46,48,67,47,46,73,49,38,63,12,31,37,50,34,29,29,64,29,28,69,55,58,49,17,46,35,35,55,57,10,49,33,32,38,39,49,61,52,54,36,51,41,59,39,89,56,72,67,22,66,49,19,40,85,52,76,58,34,30,68,27,43,40,72,20,55,30,38,61,35,28,49,44,50,50,61,69,72,59,54,68,57,66,47,52,32,48,69,20,36,39,23,28,32,32,35,51,68,66,78,35,53,35,74,52,42,47,13,79,12,38,33,61,68,48,67,26,18,43,43,59,26,69,34,31,48,69,65,36,80,61,55,86,48,28,56,40,50,59,60,37,48
"2012-03-01",64,13,44,20,53,82,61,27,65,61,52,70,88,56,55,81,53,26,31,55,43,56,60,56,55,"58",49,45,47,71,66,43,52,22,51,47,40,46,42,44,59,38,17,50,37,46,67,51,53,46,61,91,47,49,58,26,52,27,37,24,24,14,22,62,42,43,64,45,33,25,32,50,28,40,32,56,48,28,54,52,37,44,13,44,74,56,64,44,63,41,40,71,46,19,42,14,31,48,55,41,31,26,61,24,22,72,35,56,34,23,44,41,51,80,56,28,56,26,25,31,36,48,59,38,46,44,51,32,52,40,86,48,65,65,29,67,47,22,27,76,68,73,50,30,32,64,18,23,40,71,26,56,15,32,52,18,22,49,39,42,45,58,67,68,59,55,68,50,37,44,48,29,49,65,28,35,32,20,18,26,23,28,40,52,51,67,25,43,26,69,45,30,46,21,73,9,25,38,52,65,35,57,31,30,42,25,53,36,69,18,23,39,62,58,52,70,36,54,96,41,27,53,55,53,62,62,16,50
"2012-04-01",67,26,43,19,48,79,61,28,69,88,51,67,89,56,42,88,42,35,19,45,44,52,74,58,59,"56",49,44,47,73,54,40,63,22,48,44,43,43,41,40,56,40,18,48,29,38,72,52,58,53,66,79,47,49,65,39,42,56,36,41,27,13,19,86,36,19,59,51,39,23,35,16,29,50,26,56,46,26,57,55,37,44,29,38,75,49,31,56,60,47,45,70,48,26,50,7,27,29,56,27,34,31,62,21,33,70,27,51,47,21,40,45,17,77,52,9,39,15,35,43,38,85,62,44,53,30,51,37,56,35,89,63,69,69,22,62,47,14,41,84,51,72,48,23,30,59,38,33,55,73,37,57,40,31,54,21,28,52,40,14,48,56,65,75,54,41,61,57,44,35,49,36,41,66,25,32,31,26,16,26,26,27,41,58,56,68,24,47,36,68,34,31,53,15,55,8,21,27,48,68,41,59,33,39,32,16,55,24,72,37,28,36,67,58,25,74,61,53,84,28,26,53,28,50,60,51,17,38
"2012-05-01",65,45,48,21,56,77,65,34,79,76,44,66,85,59,45,97,58,8,34,49,42,56,72,59,60,"42",47,43,43,75,56,42,54,21,43,44,54,38,41,35,56,35,20,48,27,14,65,52,58,43,65,76,44,42,82,35,71,46,36,28,36,26,25,61,37,30,65,48,41,27,33,50,34,38,30,51,49,25,53,41,46,39,19,44,75,61,38,42,60,43,43,72,48,37,62,17,31,35,54,35,42,31,64,14,16,61,29,51,38,30,64,47,22,55,47,9,43,31,48,19,33,46,57,49,50,41,43,33,46,34,96,41,61,67,27,69,44,15,30,75,59,72,49,15,32,62,47,25,47,73,19,52,24,31,48,18,49,58,41,26,59,56,65,88,56,48,61,55,52,40,48,34,28,64,28,31,35,31,14,26,37,30,43,55,64,70,24,49,20,51,55,37,43,7,66,11,27,43,59,64,38,54,38,23,26,19,53,10,71,25,22,30,65,58,15,76,32,56,58,25,25,53,42,66,49,44,13,46
"2012-06-01",67,26,46,27,73,77,62,32,72,86,49,63,78,55,57,100,53,0,26,42,41,53,60,52,60,"46",49,42,44,68,59,45,55,9,32,30,40,42,35,31,57,33,23,45,35,29,62,47,60,48,67,72,44,50,81,33,27,30,31,29,23,11,21,68,38,51,52,45,34,27,34,52,23,44,34,52,38,36,58,58,50,39,15,33,75,46,55,49,61,40,38,72,52,36,58,15,34,25,38,15,59,30,64,15,11,62,37,51,40,26,39,37,17,52,43,24,39,26,24,32,26,57,59,40,53,33,37,17,41,35,83,47,64,69,14,55,47,15,31,77,57,69,48,19,20,60,50,31,37,70,37,49,10,28,49,16,28,59,38,27,48,47,59,84,56,38,66,53,49,39,46,38,31,61,31,32,40,27,15,27,27,27,43,59,73,68,26,46,23,50,53,34,48,9,71,16,17,48,34,52,27,49,23,33,22,24,52,13,66,7,23,37,47,50,18,79,52,49,62,52,30,57,20,37,41,42,25,47
"2012-07-01",71,50,42,26,75,72,59,64,71,79,44,61,78,51,40,94,47,25,35,44,53,51,71,51,51,"52",46,38,34,66,56,53,56,21,34,30,41,48,32,31,56,40,14,43,29,9,59,48,59,43,71,54,42,42,90,29,46,27,29,18,19,15,25,34,40,18,48,51,38,25,31,46,53,48,39,50,38,36,55,56,66,42,26,38,71,43,48,46,77,54,33,71,48,55,57,19,27,43,52,41,34,24,63,12,21,62,49,55,40,21,41,38,22,43,36,23,39,24,29,36,28,77,81,69,61,33,35,37,40,31,82,49,73,72,28,54,45,24,23,64,59,66,53,22,32,56,54,46,39,70,29,45,24,32,54,18,33,60,37,32,46,43,55,99,52,40,64,52,59,55,48,42,27,57,34,35,50,20,24,30,20,33,44,68,61,71,26,64,22,52,45,35,43,11,31,13,23,37,33,52,40,49,35,29,26,15,57,20,69,14,22,24,46,50,34,85,41,48,70,25,41,58,27,29,52,41,32,40
"2012-08-01",59,24,51,31,64,76,54,37,67,64,42,61,80,55,58,86,51,24,22,37,47,53,48,63,49,"52",46,42,48,74,58,44,48,42,40,31,76,38,36,29,62,36,21,51,31,27,61,46,52,47,64,52,43,44,72,8,49,33,30,21,27,11,19,61,35,53,68,52,49,24,40,63,36,50,35,55,40,37,46,48,54,44,20,45,80,46,62,32,58,39,42,72,49,47,43,11,25,42,54,34,67,27,66,21,21,63,54,48,13,11,44,42,27,64,57,9,40,22,49,29,33,64,63,41,48,58,40,38,39,40,81,59,63,72,30,66,49,19,41,75,57,68,48,18,22,61,49,25,36,72,37,49,9,40,44,22,53,55,43,40,48,50,62,83,57,43,67,57,46,48,48,28,22,60,25,28,24,24,16,26,24,32,52,65,57,69,25,54,22,55,44,43,47,8,81,9,20,53,44,58,40,56,29,36,36,16,50,37,71,24,19,37,56,55,28,75,34,54,63,30,35,53,26,30,43,38,16,54
"2012-09-01",49,12,42,39,51,73,67,38,74,62,37,66,86,52,45,72,41,42,28,40,52,55,53,54,46,"42",44,42,46,69,58,42,56,68,63,59,51,42,35,36,57,39,22,46,28,27,56,44,59,49,57,50,43,46,67,34,48,50,31,23,26,21,21,37,34,18,60,52,53,21,36,31,43,45,32,50,38,37,41,39,39,44,37,47,68,55,59,34,62,45,44,70,46,46,45,12,34,35,49,34,50,30,63,24,43,54,38,47,52,39,39,37,33,53,99,9,43,24,82,82,31,63,73,62,51,100,42,55,39,39,85,90,62,68,28,60,43,7,47,99,58,73,51,15,25,63,36,14,45,70,38,53,24,36,46,20,38,53,38,37,42,58,62,74,56,60,58,62,50,31,55,34,33,68,32,32,42,26,19,28,26,29,65,64,58,73,28,54,22,81,35,57,49,14,46,19,34,60,100,82,37,80,59,57,57,19,54,22,71,43,21,75,100,85,24,70,47,55,60,38,30,51,30,52,41,36,27,62
"2012-10-01",57,22,46,28,56,68,61,37,62,52,34,60,87,52,44,74,69,89,23,51,44,51,60,53,49,"43",44,35,45,67,53,41,50,42,70,64,43,42,35,32,55,38,13,43,30,29,54,44,49,59,57,63,42,41,78,20,64,70,26,25,40,17,24,15,36,54,58,77,50,20,31,34,19,48,30,49,36,32,43,35,38,100,92,84,73,53,48,36,60,42,42,67,46,18,44,19,31,28,48,40,100,30,56,14,33,48,59,49,26,29,33,40,83,94,100,8,63,26,48,93,34,67,64,43,51,74,38,63,39,40,78,87,68,63,34,56,42,11,57,83,47,65,43,16,28,58,52,22,47,69,43,49,26,37,49,25,24,53,37,25,36,70,61,72,50,77,57,56,55,39,46,32,48,74,32,28,27,12,21,26,25,35,66,67,69,76,28,54,27,87,66,60,59,18,89,11,41,82,96,100,46,97,50,100,49,35,54,27,65,83,25,67,100,84,35,76,52,53,59,47,43,43,27,70,41,43,38,41
"2012-11-01",53,8,33,29,56,64,58,11,41,65,27,55,82,46,41,79,50,16,20,38,32,49,55,51,51,"39",39,33,38,64,49,36,54,36,68,67,37,46,31,26,46,31,15,40,24,34,55,39,50,48,60,60,40,39,84,13,40,50,25,24,27,7,20,30,37,28,50,81,51,20,36,42,26,51,50,52,37,34,42,34,40,57,46,63,76,34,53,33,52,50,41,61,40,13,40,9,22,7,38,32,55,23,50,17,20,50,46,47,17,23,30,36,46,58,76,33,47,30,46,54,30,63,72,55,53,54,29,51,37,30,73,78,73,57,37,45,33,9,47,69,35,58,47,24,30,47,44,25,45,64,21,43,13,32,48,24,45,55,32,32,38,68,55,74,43,53,49,50,39,38,45,37,46,72,45,32,24,17,21,30,18,33,65,65,58,77,24,60,22,100,45,52,48,12,55,16,55,79,90,91,43,82,38,54,51,16,55,26,59,33,28,49,91,75,54,75,33,48,61,34,34,36,21,100,40,33,37,39
"2012-12-01",62,11,20,27,47,60,44,20,37,74,18,48,69,43,43,80,30,45,9,38,25,42,56,46,47,"38",33,28,33,59,41,37,59,23,45,41,29,45,27,24,39,30,16,33,17,17,54,35,43,32,59,54,45,33,79,10,21,32,24,17,18,16,29,53,22,11,40,44,31,17,29,45,25,50,31,50,28,41,46,42,37,26,28,33,60,33,59,38,54,42,30,54,36,27,42,4,35,21,40,33,25,21,47,25,19,50,34,47,16,19,36,32,30,61,34,0,27,14,29,22,22,100,93,53,62,13,18,37,50,24,60,49,71,53,26,44,30,9,32,55,44,48,36,13,38,42,36,31,24,57,35,35,30,25,48,28,44,58,26,20,44,49,50,69,37,55,46,66,37,41,55,34,29,55,49,32,27,35,24,48,21,18,33,62,43,66,36,63,23,50,31,17,32,11,43,13,29,28,43,56,29,48,32,8,43,14,57,27,50,16,31,17,49,51,46,69,26,40,62,45,28,34,17,39,47,29,34,36
"2013-01-01",73,28,46,33,67,68,65,25,83,67,41,59,84,56,44,97,42,21,22,67,46,53,65,63,62,"39",44,43,41,73,51,53,68,18,43,41,48,51,46,35,55,42,16,46,25,15,49,48,60,48,77,58,40,50,100,24,38,30,41,28,32,14,27,34,33,36,54,51,39,17,32,39,29,60,44,62,39,40,51,31,55,32,13,31,79,52,49,45,86,52,44,68,46,33,36,12,27,26,51,39,22,31,67,20,27,72,44,59,36,27,33,42,32,70,35,15,40,27,44,32,31,86,80,61,54,15,42,48,56,37,82,94,87,70,32,62,41,12,31,85,55,75,51,12,32,65,21,33,42,70,16,45,12,25,54,39,46,63,43,29,53,56,63,90,56,47,59,66,50,52,48,47,37,66,51,39,49,46,33,45,26,27,37,79,62,76,34,83,34,52,36,25,48,14,48,9,29,34,41,55,38,52,30,12,21,20,62,11,71,24,26,16,54,51,51,98,49,60,68,34,41,54,22,42,51,52,45,38
"2013-02-01",52,23,37,22,50,76,58,21,60,55,36,60,87,56,39,66,39,0,26,43,45,53,46,52,45,"35",46,37,39,70,51,41,56,43,43,39,53,38,47,39,56,37,11,44,27,25,49,46,52,46,53,50,36,45,73,5,30,32,44,35,19,13,24,18,32,33,56,50,38,16,32,31,37,45,22,46,40,26,44,30,40,27,7,28,64,61,54,30,62,37,44,69,44,21,39,11,25,21,45,42,20,26,63,13,29,58,16,45,27,23,47,35,25,60,39,12,16,21,34,40,37,62,54,50,42,14,41,38,41,36,72,51,63,65,18,59,41,9,40,87,60,70,55,20,12,58,36,23,40,70,20,46,17,21,45,19,39,60,39,31,39,57,65,74,53,57,63,52,37,32,47,34,28,61,30,28,27,20,23,31,22,19,35,63,50,65,26,82,25,68,33,28,46,10,40,10,35,36,55,59,28,49,32,24,30,20,49,11,66,19,19,19,56,49,40,76,21,55,57,35,33,43,28,32,39,48,34,41
"2013-03-01",47,17,35,24,52,79,57,22,61,52,38,62,85,56,44,60,41,56,14,44,47,52,42,50,45,"37",49,39,39,69,54,44,50,21,41,39,41,33,44,34,53,41,11,43,31,0,45,46,52,34,46,47,39,42,61,7,32,43,36,24,20,10,16,34,36,10,56,39,31,18,33,29,26,47,28,41,42,36,39,40,41,21,20,32,65,52,49,35,57,35,41,68,45,23,32,8,23,26,49,31,28,29,57,22,9,50,19,36,32,19,46,35,37,41,36,15,31,20,34,51,30,57,64,31,40,10,45,24,37,33,70,58,59,62,24,58,42,8,34,80,52,68,43,15,21,56,36,36,41,69,24,46,20,19,43,9,32,58,32,29,33,53,67,60,55,54,59,48,42,37,37,27,42,57,37,24,24,17,29,28,15,21,32,51,58,58,24,54,23,55,37,24,34,14,51,8,27,29,57,59,28,48,23,10,23,22,45,15,68,24,29,25,54,52,30,60,32,53,59,27,27,44,6,33,35,54,45,45
"2013-04-01",47,24,40,28,44,75,60,19,70,56,33,64,89,59,41,69,42,14,18,37,49,54,56,54,51,"36",45,40,46,69,56,53,50,29,44,40,46,32,44,36,58,34,11,45,32,15,41,54,59,41,54,55,36,49,63,12,34,50,38,25,23,13,18,40,46,36,57,49,38,16,31,26,24,55,24,41,37,37,37,36,50,31,18,39,56,47,62,24,54,32,43,70,47,29,36,16,25,17,53,38,22,26,60,15,23,48,27,39,44,17,30,32,28,83,42,8,25,19,29,33,38,43,49,58,37,5,49,26,39,41,74,49,61,65,26,60,47,4,43,82,53,70,54,22,38,60,40,31,42,71,24,55,36,23,43,13,37,57,37,22,34,59,74,68,51,62,56,46,37,26,35,33,41,57,37,27,29,20,15,26,20,23,37,50,60,64,24,51,28,57,40,23,41,10,82,10,42,51,61,69,34,52,20,15,36,25,46,25,72,18,19,22,55,54,41,73,27,54,49,25,28,44,22,42,36,42,36,42
"2013-05-01",48,17,46,17,59,66,52,10,62,63,37,61,80,54,41,66,30,28,14,40,48,50,43,54,40,"40",42,36,46,68,49,43,45,22,35,39,56,26,40,37,53,35,8,44,33,8,37,48,49,31,53,67,32,41,61,5,28,38,35,29,20,12,20,31,32,15,58,47,33,17,31,45,18,55,24,41,43,18,33,25,48,29,18,32,66,44,46,41,56,28,38,68,44,25,47,10,23,23,50,15,30,33,59,14,27,45,25,33,25,23,43,44,14,41,36,8,23,17,26,16,30,60,44,28,32,13,38,25,36,34,84,32,53,66,8,56,40,8,24,74,58,70,46,12,24,57,31,27,49,70,22,51,16,21,36,26,32,60,38,20,35,46,66,61,51,48,57,42,46,25,35,20,29,49,26,22,46,25,16,29,12,21,28,58,46,60,22,41,22,51,32,27,31,13,57,6,33,27,66,57,22,44,26,7,35,6,42,11,69,21,18,19,55,48,16,72,37,54,51,34,15,46,23,39,28,48,32,33
"2013-06-01",56,26,42,24,50,65,56,10,65,63,39,57,77,49,37,71,35,0,16,35,34,46,43,45,40,"39",46,36,38,62,49,36,51,4,25,25,42,33,37,34,53,39,12,40,35,8,35,44,56,29,55,53,32,42,71,5,34,21,29,20,20,11,14,55,32,5,47,29,22,15,30,24,25,50,25,46,32,12,33,46,47,24,14,24,64,39,57,30,74,28,38,67,44,21,25,9,24,28,49,20,14,23,61,20,29,43,23,41,10,14,35,30,25,32,22,20,18,21,27,25,24,49,46,29,35,11,34,17,39,33,77,43,56,64,12,53,41,18,15,66,46,66,52,16,23,54,42,29,31,70,14,44,26,19,36,14,10,60,34,25,35,38,62,69,53,37,57,37,38,28,33,24,17,47,15,22,24,33,16,28,17,18,27,56,47,57,22,51,15,39,34,18,29,14,32,3,33,18,37,41,24,34,14,8,25,18,44,9,63,19,21,16,37,37,26,65,40,45,60,46,31,48,10,28,29,40,29,41
"2013-07-01",58,25,43,24,61,65,57,3,66,86,36,55,75,49,35,68,31,21,15,38,41,56,46,47,45,"36",43,33,38,62,49,50,50,7,23,23,41,35,37,35,53,45,13,39,35,8,34,39,52,33,57,47,32,44,78,15,35,14,25,31,19,12,20,31,28,26,45,48,32,12,27,42,5,49,28,51,35,26,37,30,38,20,8,27,74,36,56,35,69,33,34,69,45,29,45,14,24,57,43,22,26,29,59,27,27,47,30,41,33,14,38,34,5,38,26,8,27,20,43,21,30,53,51,35,37,2,30,23,33,30,74,44,64,68,16,53,45,20,12,61,45,66,53,28,16,54,28,31,39,69,14,43,21,23,39,17,23,54,35,31,45,48,61,77,56,27,58,55,45,23,34,28,21,53,22,24,45,28,14,27,12,16,19,58,49,60,22,51,19,45,32,9,33,5,43,5,33,19,26,41,25,36,18,10,23,16,47,21,68,12,17,10,32,35,29,72,38,48,45,31,22,49,23,21,33,38,25,39
"2013-08-01",47,14,39,18,57,74,54,19,59,70,30,59,75,53,33,55,37,0,13,43,41,49,39,60,39,"38",40,38,41,71,56,56,44,18,22,24,82,28,35,29,58,34,11,45,25,0,31,44,51,31,52,45,33,41,65,0,19,21,30,24,20,9,14,36,33,10,65,37,25,13,24,26,34,55,25,44,38,16,32,28,42,25,14,29,70,36,45,35,68,34,36,68,45,25,30,6,22,33,45,20,23,28,62,22,18,46,37,38,19,10,35,43,18,95,25,0,25,18,29,12,29,61,45,31,34,6,37,18,30,35,71,32,54,70,11,63,45,12,29,69,43,67,49,18,22,55,31,33,48,72,22,47,24,21,37,19,37,57,39,24,39,36,62,61,54,23,58,50,38,25,31,27,18,50,26,23,26,21,11,23,13,19,25,63,53,55,15,39,18,36,34,22,31,6,34,5,21,34,25,39,23,33,32,10,9,13,41,6,71,15,18,15,33,34,22,60,25,53,60,20,37,45,29,21,26,39,29,50
"2013-09-01",49,7,42,13,52,76,60,13,63,64,31,59,87,52,40,74,37,21,10,32,46,53,49,50,41,"36",45,37,42,67,54,45,46,51,37,31,50,27,34,38,54,35,14,43,32,19,29,44,53,35,48,52,36,47,70,5,26,53,30,26,14,12,17,44,38,26,56,47,40,13,21,23,24,61,20,39,38,18,33,37,47,28,16,28,75,47,37,29,59,29,45,67,46,29,41,10,16,23,50,27,13,23,60,22,14,35,27,35,15,19,28,36,23,48,38,15,35,16,24,28,27,51,47,33,35,8,34,25,33,28,73,34,50,69,8,55,41,6,29,100,41,71,51,19,30,56,31,29,38,70,22,45,12,21,36,26,18,51,38,29,38,57,66,69,57,39,53,63,34,24,31,27,39,54,14,24,18,24,13,27,13,22,29,57,45,59,22,42,21,48,38,26,35,11,44,9,29,39,65,54,24,40,30,12,34,9,44,4,69,12,20,27,56,48,21,68,25,53,54,17,20,45,13,28,26,40,23,48
"2013-10-01",54,0,45,17,53,69,61,18,59,48,29,61,90,56,35,76,35,7,11,37,45,53,53,46,44,"34",44,34,45,63,54,43,41,17,34,34,43,35,36,33,54,35,10,43,28,26,28,46,47,33,69,45,35,49,80,5,29,36,30,25,16,8,13,23,36,20,51,49,31,13,27,40,28,55,28,46,31,21,32,31,43,21,11,25,76,49,42,38,55,36,45,66,46,28,40,6,18,16,52,31,21,27,60,15,22,35,42,44,29,7,35,36,36,63,42,15,24,25,25,38,32,62,47,36,36,14,29,29,33,35,69,50,57,65,20,54,44,5,35,88,49,67,45,18,13,52,44,26,39,70,29,50,20,22,39,8,4,49,34,23,36,62,67,64,53,58,52,53,37,27,30,29,47,64,22,26,53,20,18,32,11,21,26,66,48,64,21,42,32,49,31,18,33,5,33,20,35,21,56,59,28,46,19,12,30,23,48,16,67,12,18,27,53,51,18,92,38,51,50,28,28,40,15,42,29,37,39,44
"2013-11-01",48,35,42,16,48,68,56,6,43,64,19,55,84,46,37,59,34,42,5,45,36,50,41,44,38,"31",43,30,38,60,48,43,44,11,35,34,39,27,30,26,47,31,14,38,28,8,25,38,47,30,61,52,33,37,63,0,26,39,22,21,15,14,15,33,26,31,43,36,35,10,18,35,10,43,22,44,32,27,28,34,36,18,15,28,67,41,54,27,56,29,36,61,41,33,33,8,23,33,41,12,25,24,53,13,13,36,32,37,24,31,28,33,23,32,37,8,23,17,22,32,28,39,43,21,32,10,24,23,31,37,60,29,49,58,20,47,36,6,35,69,27,58,39,9,43,45,33,13,26,65,22,42,32,20,33,19,50,47,34,24,30,48,63,61,46,42,50,43,31,21,28,25,38,56,26,20,24,19,10,23,15,18,34,57,36,56,18,40,27,51,24,27,30,7,45,4,27,34,53,55,23,43,18,10,26,9,42,23,63,21,23,16,47,46,18,59,49,48,40,12,17,33,10,28,29,34,43,47
"2013-12-01",51,10,26,22,51,57,42,16,33,57,21,46,71,41,43,70,32,21,12,57,27,43,44,43,40,"29",36,26,33,59,41,39,51,4,30,30,30,35,29,25,40,25,12,32,26,0,25,35,40,29,70,50,27,26,71,5,21,31,20,22,17,15,19,38,27,30,41,45,30,10,15,37,23,63,33,50,26,16,38,35,33,22,20,33,58,27,58,36,77,37,33,55,36,45,49,4,27,26,35,18,20,17,47,21,26,34,31,48,22,21,39,38,9,42,32,0,29,16,29,34,24,47,48,33,41,7,21,24,39,26,49,32,68,52,22,43,30,7,37,48,34,50,35,18,21,37,30,17,24,60,24,34,24,21,40,19,18,53,28,25,43,53,54,71,38,52,46,66,37,27,39,34,26,59,25,30,41,35,14,34,10,22,29,56,42,64,26,44,29,53,35,25,29,14,50,9,17,26,61,53,26,42,13,10,24,21,53,15,57,29,31,11,57,51,26,65,12,38,64,25,27,31,0,44,42,33,53,34
"2014-01-01",54,0,50,18,62,69,57,12,75,49,36,57,88,61,50,87,37,0,11,42,38,51,57,57,48,"32",49,40,44,74,54,48,58,20,36,42,54,45,45,41,58,40,11,45,24,0,24,47,55,42,77,43,28,39,92,5,22,29,34,33,24,12,18,19,42,14,59,42,31,11,16,35,19,100,43,62,40,29,43,28,49,19,11,43,74,42,64,46,77,48,40,66,43,46,55,11,25,34,54,33,22,23,67,12,8,47,43,50,16,20,41,40,9,78,33,7,29,23,39,28,30,58,74,47,56,8,37,30,49,37,78,67,76,70,12,60,39,2,28,85,50,72,55,17,32,52,37,27,45,72,15,44,26,27,49,14,29,54,40,24,46,56,68,90,54,40,60,79,27,31,41,46,34,66,32,41,45,36,27,76,32,26,41,73,56,79,38,62,36,50,37,34,42,11,40,5,25,45,60,53,33,46,30,20,22,13,70,26,74,17,65,20,61,59,21,87,42,54,53,37,32,46,21,37,42,45,46,62
